,driverStandingsId,raceId,driverId,points,position,positionText,wins
6715,17467,316,119,34.0,3,3,1
6716,17466,316,57,2.0,15,15,0
6717,17465,316,55,14.0,7,7,0
6718,17464,316,84,0.0,30,30,0
6719,17463,316,92,4.0,12,12,0
6720,17462,316,94,3.0,13,13,0
6721,17461,316,99,0.0,29,29,0
6722,17529,317,30,3.0,14,14,0
6723,17528,317,143,0.0,37,37,0
6724,17527,317,65,0.0,26,26,0
6725,17526,317,120,0.0,36,36,0
6726,17525,317,128,0.0,31,31,0
6727,17524,317,129,0.0,32,32,0
6728,17523,317,142,0.0,38,38,0
6729,17521,317,141,1.0,22,22,0
6730,17520,317,100,0.0,28,28,0
6731,17519,317,140,0.0,34,34,0
6732,17518,317,133,0.0,35,35,0
6733,17517,317,103,1.0,20,20,0
6734,17516,317,109,4.0,12,12,0
6735,17515,317,81,0.0,25,25,0
6736,17513,317,87,1.0,18,18,0
6737,17512,317,127,0.0,24,24,0
6738,17511,317,95,59.0,2,2,4
6739,17510,317,77,31.0,4,4,0
6740,17509,317,123,0.0,23,23,0
6741,17508,317,122,1.0,19,19,0
6742,17507,317,105,0.0,33,33,0
6743,17506,317,90,8.0,10,10,0
6744,17505,317,119,44.0,3,3,2
6745,17504,317,57,2.0,16,16,0
6746,17503,317,55,18.0,7,7,0
6747,17502,317,84,0.0,30,30,0
6748,17501,317,92,4.0,13,13,0
6749,17500,317,94,6.0,11,11,0
6750,17499,317,99,0.0,29,29,0
6751,17498,317,78,0.0,27,27,0
6752,17568,318,70,0.0,32,32,0
6753,17567,318,30,4.0,14,14,0
6754,17566,318,143,0.0,38,38,0
6755,17565,318,65,0.0,26,26,0
6756,17564,318,120,0.0,37,37,0
6757,17563,318,128,0.0,31,31,0
6758,17561,318,142,0.0,39,39,0
6759,17560,318,110,9.0,9,9,0
6760,17559,318,141,1.0,22,22,0
6761,17558,318,100,0.0,28,28,0
6762,17557,318,140,0.0,35,35,0
6763,17556,318,133,0.0,36,36,0
6764,17555,318,103,1.0,20,20,0
6765,17554,318,109,4.0,12,12,0
6766,17552,318,139,1.0,17,17,0
6767,17551,318,87,1.0,18,18,0
6768,17550,318,127,0.0,23,23,0
6769,17549,318,95,69.0,2,2,5
6770,17548,318,77,31.0,5,5,0
6771,17547,318,123,0.0,24,24,0
6772,17546,318,122,1.0,19,19,0
6773,17545,318,105,0.0,34,34,0
6774,17544,318,90,8.0,10,10,0
6775,17543,318,119,48.0,3,3,2
6776,17542,318,57,2.0,16,16,0
6777,17541,318,55,21.0,7,7,0
6778,17540,318,84,0.0,30,30,0
6779,17539,318,92,4.0,13,13,0
6780,17538,318,94,6.0,11,11,0
6781,17537,318,99,0.0,29,29,0
6782,17609,319,144,0.0,41,41,0
6783,17608,319,91,0.0,37,37,0
6784,17607,319,70,0.0,31,31,0
6785,17606,319,30,4.0,14,14,0
6786,17605,319,143,0.0,39,39,0
6787,17604,319,65,0.0,27,27,0
6788,17603,319,120,0.0,38,38,0
6789,17601,319,129,0.0,33,33,0
6790,17600,319,142,0.0,40,40,0
6791,17599,319,110,9.0,9,9,0
6792,17598,319,141,1.0,23,23,0
6793,17597,319,100,0.0,29,29,0
6794,17596,319,140,0.0,36,36,0
6795,17594,319,103,1.0,21,21,0
6796,17593,319,109,4.0,12,12,0
6797,17591,319,139,1.0,18,18,0
6798,17590,319,87,1.0,19,19,0
6799,17589,319,127,0.0,24,24,0
6800,17588,319,95,69.0,2,2,5
6801,17587,319,77,41.0,4,4,1
6802,17586,319,123,0.0,25,25,0
6803,17585,319,122,1.0,20,20,0
6804,17584,319,105,0.0,35,35,0
6805,17583,319,90,8.0,10,10,0
6806,17582,319,119,52.0,3,3,2
6807,17581,319,57,2.0,16,16,0
6808,17580,319,55,21.0,7,7,0
6809,17579,319,84,2.0,17,17,0
6810,17578,319,92,4.0,13,13,0
6811,17577,319,94,6.0,11,11,0
6812,17576,319,99,0.0,30,30,0
6813,17650,320,144,0.0,40,40,0
6814,17649,320,91,0.0,36,36,0
6815,17648,320,70,0.0,31,31,0
6816,17647,320,30,4.0,14,14,0
6817,17646,320,143,0.0,39,39,0
6818,17645,320,65,0.0,27,27,0
6819,17644,320,120,0.0,38,38,0
6820,17643,320,128,0.0,32,32,0
6821,17642,320,129,0.0,34,34,0
6822,17641,320,142,0.0,41,41,0
6823,17639,320,141,1.0,23,23,0
6824,17638,320,100,0.0,29,29,0
6825,17637,320,140,0.0,37,37,0
6826,17636,320,133,0.0,33,33,0
6827,17635,320,103,1.0,21,21,0
6828,17634,320,109,4.0,12,12,0
6829,17632,320,139,1.0,18,18,0
6830,17631,320,87,1.0,19,19,0
6831,17630,320,127,0.0,25,25,0
6832,17629,320,95,72.0,2,2,5
6833,17628,320,77,43.0,4,4,1
6834,17627,320,123,0.0,26,26,0
6835,17626,320,122,1.0,20,20,0
6836,17625,320,105,0.0,35,35,0
6837,17624,320,90,8.0,10,10,0
6838,17623,320,119,53.0,3,3,2
6839,17622,320,57,2.0,16,16,0
6840,17621,320,55,21.0,7,7,0
6841,17620,320,84,2.0,17,17,0
6842,17619,320,92,4.0,13,13,0
6843,17618,320,94,6.0,11,11,0
6844,17617,320,99,0.0,30,30,0
6845,17616,320,78,0.0,28,28,0
6846,15889,322,131,2.0,8,8,0
6847,15912,322,81,0.0,19,19,0
6848,15894,322,105,0.0,14,14,0
6849,15891,322,94,0.0,10,10,0
6850,15892,322,103,0.0,11,11,0
6851,15920,322,133,0.0,22,22,0
6852,15919,322,112,0.0,16,16,0
6853,15959,323,152,0.0,38,38,0
6854,15958,323,101,0.0,34,34,0
6855,15957,323,139,0.0,32,32,0
6856,15942,323,117,12.0,2,2,1
6857,15940,323,129,0.0,25,25,0
6858,15921,323,102,13.0,1,1,1
6859,15956,323,133,0.0,26,26,0
6860,15955,323,112,0.0,16,16,0
6861,15954,323,92,0.0,36,36,0
6862,15953,323,150,0.0,39,39,0
6863,15952,323,149,0.0,37,37,0
6864,15951,323,114,0.0,30,30,0
6865,15950,323,99,0.0,35,35,0
6866,15949,323,109,0.0,20,20,0
6867,15948,323,81,0.0,24,24,0
6868,15947,323,140,0.0,33,33,0
6869,15946,323,151,0.0,15,15,0
6870,15972,324,90,0.0,24,24,0
6871,15973,324,127,0.0,25,25,0
6872,15974,324,147,0.0,21,21,0
6873,15975,324,88,0.0,29,29,0
6874,15976,324,95,3.0,9,9,0
6875,15977,324,77,16.0,2,2,0
6876,15978,324,148,0.0,16,16,0
6877,15979,324,129,0.0,28,28,0
6878,15980,324,110,0.0,27,27,0
6879,15981,324,117,12.0,4,4,1
6880,15982,324,122,0.0,31,31,0
6881,15983,324,118,0.0,15,15,0
6882,15984,324,78,0.0,19,19,0
6883,15985,324,151,0.0,17,17,0
6884,15986,324,140,0.0,34,34,0
6885,15998,324,152,0.0,38,38,0
6886,15997,324,101,0.0,30,30,0
6887,15996,324,139,0.0,33,33,0
6888,16000,325,55,13.0,4,4,0
6889,16001,325,123,9.0,7,7,0
6890,16011,325,90,0.0,27,27,0
6891,16012,325,127,0.0,28,28,0
6892,16013,325,147,0.0,22,22,0
6893,16037,325,152,0.0,38,38,0
6894,16036,325,101,0.0,31,31,0
6895,16035,325,139,0.0,33,33,0
6896,16034,325,133,2.0,11,11,0
6897,16033,325,112,0.0,18,18,0
6898,16032,325,92,0.0,36,36,0
6899,16031,325,150,0.0,39,39,0
6900,16030,325,149,0.0,37,37,0
6901,16029,325,114,0.0,32,32,0
6902,16028,325,99,0.0,35,35,0
6903,16027,325,109,0.0,23,23,0
6904,16026,325,81,0.0,29,29,0
6905,16025,325,140,0.0,34,34,0
6906,16024,325,151,0.0,17,17,0
6907,16023,325,78,0.0,19,19,0
6908,16022,325,118,1.0,12,12,0
6909,16021,325,122,0.0,20,20,0
6910,16076,326,152,0.0,38,38,0
6911,16074,326,139,0.0,33,33,0
6912,16075,326,101,0.0,31,31,0
6913,16048,326,145,7.0,9,9,0
6914,16045,326,103,1.0,13,13,0
6915,16073,326,133,2.0,11,11,0
6916,16072,326,112,0.0,18,18,0
6917,16071,326,92,0.0,36,36,0
6918,16070,326,150,0.0,39,39,0
6919,16069,326,149,0.0,37,37,0
6920,16068,326,114,0.0,32,32,0
6921,16067,326,99,0.0,35,35,0
6922,16066,326,109,0.0,23,23,0
6923,16065,326,81,0.0,30,30,0
6924,16064,326,140,0.0,34,34,0
6925,16063,326,151,0.0,17,17,0
6926,16062,326,78,0.0,19,19,0
6927,16061,326,118,1.0,12,12,0
6928,16060,326,122,0.0,21,21,0
6929,16059,326,117,23.0,2,2,2
6930,16058,326,110,0.0,27,27,0
6931,16057,326,129,0.0,26,26,0
6932,16056,326,148,0.0,16,16,0
6933,16055,326,77,23.0,3,3,0
6934,16054,326,95,13.0,5,5,0
6935,16053,326,88,0.0,24,24,0
6936,16052,326,147,0.0,22,22,0
6937,16115,327,152,0.0,38,38,0
6938,16114,327,101,0.0,31,31,0
6939,16113,327,139,0.0,33,33,0
6940,16112,327,133,2.0,12,12,0
6941,16111,327,112,0.0,20,20,0
6942,16110,327,92,0.0,36,36,0
6943,16109,327,150,0.0,39,39,0
6944,16108,327,149,0.0,37,37,0
6945,16107,327,114,0.0,32,32,0
6946,16106,327,99,0.0,35,35,0
6947,16105,327,109,0.0,24,24,0
6948,16104,327,81,0.0,30,30,0
6949,16103,327,140,0.0,34,34,0
6950,16102,327,151,0.0,19,19,0
6951,16101,327,78,0.0,22,22,0
6952,16100,327,118,1.0,13,13,0
6953,16098,327,117,32.0,2,2,3
6954,16097,327,110,0.0,27,27,0
6955,16095,327,148,0.0,18,18,0
6956,16094,327,77,25.0,3,3,0
6957,16093,327,95,13.0,6,6,0
6958,16092,327,88,0.0,17,17,0
6959,16091,327,147,0.0,23,23,0
6960,16090,327,127,0.0,29,29,0
6961,16089,327,90,0.0,28,28,0
6962,16087,327,145,7.0,9,9,0
6963,16154,328,152,0.0,38,38,0
6964,16137,328,117,41.0,1,1,4
6965,16124,328,119,10.0,8,8,1
6966,16153,328,101,0.0,32,32,0
6967,16152,328,139,0.0,24,24,0
6968,16150,328,112,0.0,20,20,0
6969,16149,328,92,0.0,36,36,0
6970,16148,328,150,0.0,39,39,0
6971,16147,328,149,0.0,37,37,0
6972,16146,328,114,0.0,33,33,0
6973,16145,328,99,0.0,34,34,0
6974,16144,328,109,0.0,25,25,0
6975,16143,328,81,0.0,31,31,0
6976,16142,328,140,0.0,35,35,0
6977,16141,328,151,0.0,19,19,0
6978,16140,328,78,0.0,21,21,0
6979,16139,328,118,1.0,14,14,0
6980,16138,328,122,6.0,10,10,0
6981,16136,328,110,0.0,28,28,0
6982,16135,328,129,0.0,27,27,0
6983,16134,328,148,0.0,18,18,0
6984,16133,328,77,25.0,3,3,0
6985,16132,328,95,13.0,7,7,0
6986,16131,328,88,1.0,15,15,0
6987,16130,328,147,0.0,23,23,0
6988,16129,328,127,0.0,30,30,0
6989,16127,328,146,0.0,26,26,0
6990,16193,329,152,0.0,38,38,0
6991,16176,329,117,44.0,2,2,4
6992,16163,329,119,12.0,9,9,1
6993,16192,329,101,0.0,32,32,0
6994,16191,329,139,0.0,24,24,0
6995,16189,329,112,0.0,20,20,0
6996,16188,329,92,0.0,36,36,0
6997,16187,329,150,0.0,39,39,0
6998,16186,329,149,0.0,37,37,0
6999,16185,329,114,0.0,33,33,0
7000,16184,329,99,0.0,34,34,0
7001,16183,329,109,0.0,25,25,0
7002,16182,329,81,0.0,31,31,0
7003,16181,329,140,0.0,35,35,0
7004,16180,329,151,0.0,19,19,0
7005,16179,329,78,0.0,21,21,0
7006,16178,329,118,1.0,14,14,0
7007,16177,329,122,6.0,10,10,0
7008,16175,329,110,0.0,28,28,0
7009,16174,329,129,0.0,27,27,0
7010,16173,329,148,0.0,18,18,0
7011,16172,329,77,29.0,3,3,0
7012,16171,329,95,13.0,8,8,0
7013,16170,329,88,1.0,15,15,0
7014,16169,329,147,0.0,23,23,0
7015,16168,329,127,0.0,30,30,0
7016,16166,329,146,0.0,26,26,0
7017,16211,330,77,29.0,3,3,0
7018,16217,330,118,3.0,12,12,0
7019,16232,330,152,0.0,38,38,0
7020,16231,330,101,0.0,33,33,0
7021,16230,330,139,0.0,24,24,0
7022,16229,330,133,2.0,13,13,0
7023,16228,330,112,0.0,21,21,0
7024,16227,330,92,0.0,36,36,0
7025,16226,330,150,0.0,39,39,0
7026,16225,330,149,0.0,37,37,0
7027,16224,330,114,0.0,34,34,0
7028,16223,330,99,0.0,30,30,0
7029,16222,330,109,0.0,26,26,0
7030,16221,330,81,0.0,32,32,0
7031,16220,330,140,0.0,35,35,0
7032,16219,330,151,0.0,17,17,0
7033,16218,330,78,0.0,22,22,0
7034,16196,330,123,27.0,4,4,1
7035,16216,330,122,6.0,10,10,0
7036,16215,330,117,44.0,2,2,4
7037,16214,330,110,0.0,29,29,0
7038,16213,330,129,0.0,28,28,0
7039,16212,330,148,0.0,19,19,0
7040,16210,330,95,13.0,9,9,0
7041,16209,330,88,1.0,15,15,0
7042,16208,330,147,0.0,25,25,0
7043,16207,330,127,0.0,20,20,0
7044,16205,330,146,0.0,27,27,0
7045,16271,331,152,0.0,38,38,0
7046,16352,334,123,30.0,5,5,1
7047,16250,331,77,33.0,3,3,0
7048,16251,331,148,0.0,20,20,0
7049,16252,331,129,0.0,28,28,0
7050,16270,331,101,0.0,33,33,0
7051,16269,331,139,0.0,24,24,0
7052,16268,331,133,2.0,13,13,0
7053,16267,331,112,0.0,21,21,0
7054,16266,331,92,0.0,36,36,0
7055,16265,331,150,0.0,39,39,0
7056,16264,331,149,0.0,37,37,0
7057,16263,331,114,0.0,34,34,0
7058,16262,331,99,0.0,30,30,0
7059,16261,331,109,0.0,26,26,0
7060,16260,331,81,0.0,32,32,0
7061,16259,331,140,0.0,35,35,0
7062,16258,331,151,0.0,18,18,0
7063,16235,331,123,27.0,4,4,1
7064,16257,331,78,0.0,22,22,0
7065,16256,331,118,3.0,12,12,0
7066,16255,331,122,6.0,10,10,0
7067,16254,331,117,50.0,2,2,4
7068,16253,331,110,0.0,29,29,0
7069,16249,331,95,13.0,9,9,0
7070,16248,331,88,1.0,15,15,0
7071,16247,331,147,0.0,25,25,0
7072,16246,331,127,1.0,17,17,0
7073,16244,331,146,0.0,27,27,0
7074,16310,332,152,0.0,38,38,0
7075,16320,333,105,0.0,22,22,0
7076,16289,332,77,37.0,3,3,0
7077,16290,332,148,0.0,20,20,0
7078,16291,332,129,0.0,29,29,0
7079,16309,332,101,0.0,33,33,0
7080,16308,332,139,0.0,24,24,0
7081,16307,332,133,2.0,13,13,0
7082,16306,332,112,0.0,21,21,0
7083,16305,332,92,0.0,36,36,0
7084,16304,332,150,0.0,39,39,0
7085,16303,332,149,0.0,37,37,0
7086,16302,332,114,0.0,34,34,0
7087,16301,332,99,0.0,30,30,0
7088,16300,332,109,0.0,27,27,0
7089,16299,332,81,0.0,32,32,0
7090,16298,332,140,0.0,35,35,0
7091,16297,332,151,0.0,18,18,0
7092,16274,332,123,27.0,4,4,1
7093,16296,332,78,0.0,22,22,0
7094,16295,332,118,3.0,12,12,0
7095,16294,332,122,6.0,10,10,0
7096,16293,332,117,56.0,2,2,4
7097,16292,332,110,0.0,25,25,0
7098,16288,332,95,16.0,8,8,0
7099,16287,332,88,1.0,16,16,0
7100,16286,332,147,0.0,26,26,0
7101,16285,332,127,1.0,17,17,0
7102,16283,332,146,0.0,28,28,0
7103,16349,333,152,0.0,38,38,0
7104,16327,333,95,25.0,6,6,1
7105,16328,333,77,40.0,3,3,0
7106,16329,333,148,0.0,20,20,0
7107,16348,333,101,0.0,33,33,0
7108,16347,333,139,0.0,24,24,0
7109,16346,333,133,2.0,13,13,0
7110,16345,333,112,0.0,21,21,0
7111,16344,333,92,0.0,36,36,0
7112,16343,333,150,0.0,39,39,0
7113,16342,333,149,0.0,37,37,0
7114,16341,333,114,0.0,34,34,0
7115,16340,333,99,0.0,30,30,0
7116,16339,333,109,0.0,27,27,0
7117,16338,333,81,0.0,32,32,0
7118,16337,333,140,0.0,35,35,0
7119,16336,333,151,0.0,18,18,0
7120,16335,333,78,0.0,23,23,0
7121,16334,333,118,3.0,12,12,0
7122,16333,333,122,6.0,10,10,0
7123,16332,333,117,60.0,2,2,4
7124,16331,333,110,0.0,25,25,0
7125,16330,333,129,0.0,29,29,0
7126,16326,333,88,1.0,16,16,0
7127,16325,333,147,0.0,26,26,0
7128,16324,333,127,1.0,17,17,0
7129,16323,333,90,0.0,31,31,0
7130,16322,333,146,0.0,28,28,0
7131,16367,334,77,40.0,3,3,0
7132,16369,334,129,0.0,30,30,0
7133,16370,334,110,0.0,26,26,0
7134,16371,334,117,69.0,2,2,5
7135,16388,334,152,0.0,38,38,0
7136,16387,334,101,0.0,34,34,0
7137,16386,334,139,0.0,25,25,0
7138,16385,334,133,2.0,13,13,0
7139,16384,334,112,0.0,22,22,0
7140,16383,334,92,0.0,36,36,0
7141,16382,334,150,0.0,39,39,0
7142,16381,334,149,0.0,37,37,0
7143,16380,334,114,0.0,24,24,0
7144,16379,334,99,0.0,31,31,0
7145,16378,334,109,0.0,28,28,0
7146,16377,334,81,0.0,33,33,0
7147,16376,334,140,0.0,35,35,0
7148,16375,334,151,0.0,18,18,0
7149,16374,334,78,0.0,20,20,0
7150,16373,334,118,3.0,12,12,0
7151,16372,334,122,6.0,10,10,0
7152,16368,334,148,0.0,21,21,0
7153,16366,334,95,31.0,4,4,1
7154,16365,334,88,2.0,15,15,0
7155,16364,334,147,0.0,27,27,0
7156,16363,334,127,1.0,17,17,0
7157,16361,334,146,0.0,29,29,0
7158,16428,335,65,0.0,35,35,0
7159,16427,335,152,0.0,39,39,0
7160,16405,335,95,31.0,6,6,1
7161,16406,335,77,40.0,3,3,0
7162,16407,335,148,0.0,22,22,0
7163,16426,335,101,0.0,34,34,0
7164,16425,335,139,0.0,26,26,0
7165,16424,335,133,2.0,16,16,0
7166,16423,335,112,0.0,23,23,0
7167,16422,335,92,0.0,37,37,0
7168,16421,335,150,0.0,40,40,0
7169,16420,335,149,0.0,38,38,0
7170,16419,335,114,0.0,25,25,0
7171,16418,335,99,0.0,32,32,0
7172,16417,335,109,0.0,29,29,0
7173,16416,335,81,0.0,33,33,0
7174,16415,335,140,0.0,36,36,0
7175,16414,335,151,0.0,20,20,0
7176,16413,335,78,0.0,19,19,0
7177,16412,335,118,3.0,14,14,0
7178,16411,335,122,6.0,10,10,0
7179,16410,335,117,69.0,2,2,5
7180,16409,335,110,0.0,27,27,0
7181,16408,335,129,0.0,31,31,0
7182,16404,335,88,6.0,12,12,0
7183,16402,335,127,1.0,18,18,0
7184,16401,335,90,6.0,11,11,0
7185,16400,335,146,0.0,30,30,0
7186,16391,335,123,32.0,5,5,1
7187,16468,336,65,0.0,35,35,0
7188,16467,336,152,0.0,39,39,0
7189,16444,336,88,6.0,12,12,0
7190,16445,336,95,37.0,5,5,1
7191,16446,336,77,43.0,4,4,0
7192,16447,336,148,0.0,22,22,0
7193,16448,336,129,0.0,31,31,0
7194,16449,336,110,0.0,27,27,0
7195,16466,336,101,0.0,34,34,0
7196,16465,336,139,0.0,26,26,0
7197,16464,336,133,2.0,16,16,0
7198,16463,336,112,0.0,23,23,0
7199,16462,336,92,0.0,37,37,0
7200,16461,336,150,0.0,40,40,0
7201,16460,336,149,0.0,38,38,0
7202,16459,336,114,0.0,25,25,0
7203,16458,336,99,0.0,32,32,0
7204,16457,336,109,0.0,29,29,0
7205,16456,336,81,0.0,33,33,0
7206,16455,336,140,0.0,36,36,0
7207,16454,336,151,0.0,20,20,0
7208,16453,336,78,0.0,19,19,0
7209,16452,336,118,3.0,14,14,0
7210,16451,336,122,6.0,10,10,0
7211,16450,336,117,71.0,2,2,5
7212,16443,336,147,0.0,28,28,0
7213,16442,336,127,1.0,18,18,0
7214,16441,336,90,6.0,11,11,0
7215,16440,336,146,0.0,30,30,0
7216,16439,336,145,21.0,8,8,0
7217,8261,1,8,0.0,15,15,0
7218,8260,1,9,0.0,14,14,0
7219,8259,1,20,0.0,13,13,0
7220,8258,1,17,0.0,12,12,0
7221,8257,1,21,0.0,11,11,0
7222,8256,1,2,0.0,10,10,0
7223,8255,1,16,0.0,9,9,0
7224,8254,1,7,1.0,8,8,0
7225,8253,1,67,2.0,7,7,0
7226,8252,1,3,3.0,6,6,0
7227,8251,1,4,4.0,5,5,0
7228,8250,1,10,5.0,4,4,0
7229,8249,1,15,6.0,3,3,0
7230,8248,1,22,8.0,2,2,0
7231,8247,1,18,10.0,1,1,1
7232,17669,2,5,0.0,20,20,0
7233,17668,2,6,0.0,15,15,0
7234,17667,2,12,0.0,17,17,0
7235,17666,2,13,0.0,13,13,0
7236,17665,2,8,0.0,18,18,0
7237,17664,2,9,0.0,19,19,0
7238,17663,2,20,0.0,16,16,0
7239,17662,2,17,1.5,9,9,0
7240,17661,2,21,0.0,14,14,0
7241,17660,2,2,4.0,5,5,0
7242,17659,2,16,0.0,12,12,0
7243,17658,2,7,1.0,11,11,0
7244,17657,2,67,2.0,8,8,0
7245,17656,2,3,3.5,7,7,0
7246,17655,2,4,4.0,6,6,0
7247,17654,2,10,8.0,4,4,0
7248,17653,2,15,8.5,3,3,0
7249,17652,2,22,10.0,2,2,0
7250,17651,2,18,15.0,1,1,2
7251,13613,36,8,10.0,1,1,1
7252,13614,36,4,8.0,2,2,0
7253,13615,36,1,6.0,3,3,0
7254,13616,36,2,5.0,4,4,0
7255,13636,37,3,2.0,8,8,0
7256,13630,37,8,16.0,2,2,1
7257,13631,37,4,18.0,1,1,1
7258,13632,37,1,14.0,3,3,0
7259,13633,37,2,10.0,4,4,0
7260,13634,37,21,7.0,5,5,0
7261,13676,39,13,27.0,3,3,2
7262,13671,39,8,22.0,4,4,1
7263,13672,39,4,28.0,2,2,1
7264,13673,39,1,30.0,1,1,0
7265,13674,39,2,15.0,5,5,0
7266,13698,40,13,33.0,3,3,2
7267,13693,40,8,23.0,4,4,1
7268,13694,40,4,38.0,1,1,2
7269,13695,40,1,38.0,2,2,0
7270,13696,40,2,18.0,5,5,0
7271,13719,41,21,13.0,6,6,0
7272,13717,41,1,48.0,1,1,1
7273,13715,41,8,27.0,4,4,1
7274,13723,41,15,4.0,13,13,0
7275,13727,41,17,0.0,15,15,0
7276,13725,41,22,0.0,17,17,0
7277,13741,42,21,13.0,6,6,0
7278,13739,42,1,58.0,1,1,2
7279,13737,42,8,32.0,4,4,1
7280,13749,42,17,2.0,14,14,0
7281,13745,42,15,7.0,10,10,0
7282,13747,42,22,0.0,18,18,0
7283,13764,43,21,16.0,7,7,0
7284,13762,43,1,64.0,1,1,2
7285,13760,43,8,42.0,4,4,2
7286,13768,43,15,7.0,10,10,0
7287,13770,43,22,0.0,19,19,0
7288,13786,44,2,33.0,5,5,0
7289,13785,44,1,70.0,1,1,2
7290,13783,44,8,52.0,3,3,3
7291,13788,44,13,51.0,4,4,2
7292,13791,44,15,7.0,10,10,0
7293,13793,44,22,0.0,18,18,0
7294,13812,45,3,5.0,13,13,0
7295,13810,45,21,17.0,7,7,0
7296,13806,45,8,52.0,4,4,3
7297,13807,45,4,68.0,2,2,3
7298,13808,45,1,70.0,1,1,2
7299,13831,46,1,80.0,1,1,3
7300,13829,46,8,60.0,3,3,3
7301,13834,46,13,59.0,4,4,2
7302,13839,46,22,0.0,18,18,0
7303,13854,47,1,84.0,1,1,3
7304,13852,47,8,68.0,4,4,3
7305,13859,47,23,5.0,14,14,0
7306,13860,47,15,7.0,13,13,0
7307,13878,48,1,92.0,1,1,3
7308,13876,48,8,74.0,3,3,3
7309,13882,48,3,12.0,10,10,0
7310,13883,48,23,5.0,14,14,0
7311,13902,49,1,97.0,1,1,3
7312,13900,49,8,84.0,3,3,4
7313,13906,49,3,15.0,9,9,0
7314,13907,49,23,5.0,14,14,0
7315,13926,50,1,107.0,1,1,4
7316,13924,50,8,90.0,3,3,4
7317,13930,50,3,15.0,9,9,0
7318,13931,50,23,5.0,14,14,0
7319,13950,51,1,107.0,1,1,4
7320,13948,51,8,100.0,3,3,5
7321,13954,51,3,15.0,9,9,0
7322,13976,52,21,21.0,8,8,0
7323,13974,52,1,109.0,2,2,4
7324,15883,321,150,0.0,33,33,0
7325,15881,321,114,0.0,31,31,0
7326,15879,321,109,0.0,29,29,0
7327,15875,321,78,0.0,25,25,0
7328,15873,321,122,0.0,23,23,0
7329,15871,321,110,0.0,21,21,0
7330,15869,321,148,0.0,19,19,0
7331,15867,321,95,0.0,17,17,0
7332,15865,321,147,0.0,15,15,0
7333,15863,321,90,0.0,13,13,0
7334,15861,321,145,0.0,11,11,0
7335,15857,321,94,0.0,7,7,0
7336,15858,321,103,0.0,8,8,0
7337,15859,321,119,0.0,9,9,0
7338,15884,321,92,0.0,34,34,0
7339,15882,321,149,0.0,32,32,0
7340,15880,321,99,0.0,30,30,0
7341,15878,321,81,0.0,28,28,0
7342,15876,321,151,0.0,26,26,0
7343,15874,321,118,0.0,24,24,0
7344,15872,321,117,0.0,22,22,0
7345,15870,321,129,0.0,20,20,0
7346,15868,321,77,0.0,18,18,0
7347,15866,321,88,0.0,16,16,0
7348,15864,321,127,0.0,14,14,0
7349,15862,321,146,0.0,12,12,0
7350,15860,321,105,0.0,10,10,0
7351,15918,322,92,0.0,35,35,0
7352,15916,322,149,0.0,34,34,0
7353,15915,322,114,0.0,26,26,0
7354,15913,322,109,0.0,32,32,0
7355,15911,322,140,0.0,31,31,0
7356,15910,322,151,0.0,24,24,0
7357,15908,322,118,0.0,27,27,0
7358,15907,322,122,0.0,30,30,0
7359,15906,322,117,9.0,2,2,1
7360,15902,322,77,6.0,4,4,0
7361,15903,322,148,0.0,25,25,0
7362,15904,322,129,0.0,28,28,0
7363,15900,322,88,0.0,23,23,0
7364,15901,322,95,3.0,7,7,0
7365,15899,322,147,0.0,21,21,0
7366,15898,322,127,0.0,20,20,0
7367,15897,322,90,0.0,18,18,0
7368,15896,322,146,0.0,17,17,0
7369,15895,322,145,0.0,13,13,0
7370,15893,322,119,0.0,12,12,0
7371,15890,322,138,1.0,9,9,0
7372,15888,322,137,4.0,6,6,0
7373,15945,323,78,0.0,17,17,0
7374,15944,323,118,0.0,13,13,0
7375,15943,323,122,0.0,31,31,0
7376,15941,323,110,0.0,29,29,0
7377,15939,323,148,0.0,27,27,0
7378,15938,323,77,12.0,3,3,0
7379,15937,323,95,3.0,9,9,0
7380,15936,323,88,0.0,28,28,0
7381,15935,323,147,0.0,19,19,0
7382,15934,323,127,0.0,23,23,0
7383,15930,323,105,0.0,18,18,0
7384,15929,323,119,9.0,4,4,1
7385,15928,323,103,0.0,14,14,0
7386,15927,323,94,0.0,12,12,0
7387,15926,323,138,1.0,11,11,0
7388,15925,323,131,2.0,10,10,0
7389,15924,323,137,6.0,7,7,0
7390,15995,324,133,2.0,10,10,0
7391,15993,324,92,0.0,36,36,0
7392,15992,324,150,0.0,39,39,0
7393,15991,324,149,0.0,37,37,0
7394,15990,324,114,0.0,32,32,0
7395,15988,324,109,0.0,22,22,0
7396,15987,324,81,0.0,26,26,0
7397,15971,324,146,0.0,23,23,0
7398,15969,324,105,0.0,20,20,0
7399,15968,324,119,9.0,5,5,1
7400,15967,324,103,1.0,12,12,0
7401,15966,324,94,0.0,14,14,0
7402,15965,324,138,1.0,13,13,0
7403,15964,324,131,2.0,11,11,0
7404,15963,324,137,6.0,7,7,0
7405,15962,324,123,9.0,6,6,0
7406,16020,325,117,14.0,3,3,1
7407,16019,325,110,0.0,30,30,0
7408,16017,325,148,0.0,16,16,0
7409,16015,325,95,7.0,8,8,0
7410,16014,325,88,0.0,24,24,0
7411,16008,325,105,0.0,21,21,0
7412,16009,325,145,4.0,9,9,0
